# Geofeed file managed by BeeCloud Global Telecom
# https://raw.githubusercontent.com/hkbeecloud/geofeeds/main/as24545.csv

203.81.176.0/24,HK,,Chai Wan,
203.81.178.0/24,HK,,Chai Wan,
203.81.180.0/24,HK,,Chai Wan,
203.81.181.0/24,HK,,Chai Wan,
203.81.182.0/24,HK,,Chai Wan,
203.81.183.0/24,HK,,Chai Wan,
