# Geofeed file managed by BeeCloud Global Telecom
# https://raw.githubusercontent.com/hkbeecloud/geofeeds/main/as135515.csv

103.243.8.0/24,HK,,Chai Wan,
103.243.9.0/24,HK,,Chai Wan,
