# Geofeed file managed by BeeCloud Global Telecom
# https://raw.githubusercontent.com/hkbeecloud/geofeeds/main/as153891.csv

165.99.64.0/24,TW,TW-TPE,Taipei
165.99.65.0/24,TW,TW-TPE,Taipei
